"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Dec-2019","EQ","1,531.40","1,534.80","1,505.00","1,531.40","1,511.65","1,510.00","1,515.46","1,834.40","1,188.05","19,79,911","3,00,04,75,825.50","44,186"
"30-Dec-2019","EQ","1,524.90","1,552.50","1,518.05","1,524.90","1,531.40","1,531.40","1,539.18","1,834.40","1,188.05","25,26,529","3,88,87,92,291.00","68,467"
"27-Dec-2019","EQ","1,524.70","1,540.00","1,512.10","1,515.40","1,522.85","1,524.90","1,527.00","1,834.40","1,188.05","17,55,565","2,68,07,51,474.55","45,142"
"26-Dec-2019","EQ","1,517.10","1,529.60","1,504.65","1,521.85","1,514.55","1,515.40","1,516.44","1,834.40","1,188.05","22,65,163","3,43,49,88,519.40","51,975"
"24-Dec-2019","EQ","1,495.00","1,532.00","1,495.00","1,496.30","1,516.00","1,521.85","1,523.44","1,834.40","1,188.05","44,88,835","6,83,84,91,314.45","1,06,374"
"23-Dec-2019","EQ","1,488.00","1,501.50","1,479.35","1,487.95","1,494.90","1,496.30","1,494.02","1,834.40","1,188.05","15,84,336","2,36,70,29,747.30","47,806"
"20-Dec-2019","EQ","1,490.50","1,508.50","1,482.50","1,489.90","1,488.00","1,487.95","1,496.93","1,834.40","1,188.05","28,75,305","4,30,41,39,154.40","85,911"
"19-Dec-2019","EQ","1,493.00","1,505.80","1,478.20","1,500.80","1,490.15","1,489.90","1,491.81","1,834.40","1,188.05","26,56,772","3,96,33,91,215.25","65,317"
"18-Dec-2019","EQ","1,501.00","1,504.00","1,490.00","1,492.75","1,500.00","1,500.80","1,496.78","1,834.40","1,188.05","25,73,443","3,85,18,68,046.35","55,318"
"17-Dec-2019","EQ","1,500.10","1,508.50","1,486.20","1,493.40","1,491.50","1,492.75","1,495.98","1,834.40","1,188.05","28,61,481","4,28,07,20,043.10","95,092"
"16-Dec-2019","EQ","1,504.50","1,507.00","1,483.25","1,485.40","1,489.45","1,493.40","1,495.78","1,834.40","1,188.05","29,09,431","4,35,18,73,690.65","88,724"
"13-Dec-2019","EQ","1,449.75","1,493.95","1,449.75","1,444.15","1,493.00","1,485.40","1,471.24","1,834.40","1,188.05","35,12,530","5,16,77,63,335.40","83,358"
