"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Dec-2013","EQ","1,291.95","1,302.75","1,276.40","1,286.25","1,300.00","1,299.55","1,290.84","1,549.90","763.40","12,73,081","1,64,33,49,494.45","34,941"
"30-Dec-2013","EQ","1,300.00","1,306.00","1,283.05","1,294.50","1,286.50","1,286.25","1,292.65","1,549.90","763.40","14,12,969","1,82,64,75,076.90","39,972"
"27-Dec-2013","EQ","1,310.00","1,314.30","1,290.30","1,297.05","1,293.25","1,294.50","1,301.76","1,549.90","763.40","12,46,436","1,62,25,62,751.65","36,354"
"27-Dec-2013","IL","1,310.00","1,317.00","1,310.00","1,255.00","-","1,317.00","1,313.50","1,375.50","782.80","2,000","26,27,000.00","2"
"26-Dec-2013","EQ","1,287.80","1,319.00","1,279.15","1,282.95","1,300.00","1,297.05","1,299.72","1,549.90","763.40","26,94,233","3,50,17,59,722.60","70,321"
"24-Dec-2013","EQ","1,296.00","1,298.00","1,278.50","1,291.25","1,283.00","1,282.95","1,285.98","1,549.90","763.40","10,14,069","1,30,40,72,025.05","26,928"
"23-Dec-2013","EQ","1,281.00","1,304.50","1,281.00","1,277.85","1,290.00","1,291.25","1,295.29","1,549.90","763.40","11,64,296","1,50,80,96,320.35","35,014"
"20-Dec-2013","EQ","1,250.00","1,284.00","1,249.75","1,257.00","1,274.60","1,277.85","1,270.70","1,549.90","763.40","14,50,476","1,84,31,23,363.70","42,469"
"19-Dec-2013","EQ","1,295.80","1,299.00","1,243.00","1,282.85","1,256.00","1,257.00","1,259.97","1,549.90","763.40","22,44,120","2,82,75,25,332.75","58,401"
"18-Dec-2013","EQ","1,250.10","1,305.00","1,248.00","1,256.10","1,286.00","1,282.85","1,280.16","1,549.90","763.40","20,66,127","2,64,49,74,648.60","55,697"
"17-Dec-2013","EQ","1,271.15","1,280.30","1,248.35","1,261.40","1,249.10","1,256.10","1,265.57","1,549.90","763.40","13,63,676","1,72,58,34,012.30","37,270"
