"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Dec-2015","EQ","969.00","971.95","963.25","968.55","964.00","968.95","969.27","989.30","775.00","19,43,876","1,88,41,48,563.65","23,692"
"30-Dec-2015","EQ","962.00","969.90","960.00","958.75","969.90","968.55","966.46","989.30","775.00","6,47,879","62,61,47,735.00","13,598"
"29-Dec-2015","EQ","955.00","962.00","952.00","957.60","959.10","958.75","958.08","989.30","775.00","7,48,840","71,74,47,358.55","28,005"
"28-Dec-2015","EQ","946.50","959.50","944.50","945.40","956.35","957.60","953.66","989.30","775.00","9,18,653","87,60,83,165.65","18,662"
"24-Dec-2015","EQ","943.30","949.45","933.80","939.65","948.00","945.40","940.94","989.30","764.10","5,28,850","49,76,17,715.15","11,910"
"23-Dec-2015","EQ","936.15","944.60","936.15","934.70","940.95","939.65","940.73","989.30","764.10","4,60,487","43,31,92,384.20","11,755"
"22-Dec-2015","EQ","950.00","950.00","930.30","950.65","933.00","934.70","940.53","989.30","764.10","4,91,307","46,20,87,830.00","21,110"
"21-Dec-2015","EQ","936.00","952.75","933.85","935.05","947.95","950.65","946.11","989.30","764.10","4,97,381","47,05,78,806.20","19,245"
"18-Dec-2015","EQ","945.70","948.50","929.80","949.05","934.70","935.05","938.51","989.30","752.20","16,05,306","1,50,65,91,250.25","38,088"
"17-Dec-2015","EQ","938.00","951.80","929.40","932.75","948.50","949.05","939.03","989.30","752.20","7,99,986","75,12,08,576.20","19,458"
"16-Dec-2015","EQ","921.30","941.40","919.05","918.15","932.60","932.75","933.43","989.30","752.20","8,22,684","76,79,21,955.90","33,027"
"15-Dec-2015","EQ","915.00","923.90","906.20","914.35","914.55","918.15","910.83","989.30","752.20","11,22,718","1,02,26,06,572.30","43,640"
"14-Dec-2015","EQ","911.70","922.00","903.75","916.15","914.00","914.35","913.87","989.30","752.20","16,65,452","1,52,20,11,868.45","58,003"
"11-Dec-2015","EQ","928.00","937.60","907.10","930.10","916.25","916.15","920.05","989.30","752.20","11,89,304","1,09,42,18,238.25","46,127"
"10-Dec-2015","EQ","928.10","932.45","919.45","927.85","928.20","930.10","926.47","989.30","752.20","9,78,676","90,67,09,844.95","31,749"
"09-Dec-2015","EQ","943.00","949.00","924.30","944.20","924.30","927.85","933.04","989.30","752.20","6,20,237","57,87,07,927.15","19,164"
"08-Dec-2015","EQ","948.90","957.35","941.50","952.75","943.80","944.20","949.91","989.30","752.20","7,68,665","73,01,60,720.15","39,128"
"07-Dec-2015","EQ","943.00","954.40","941.00","942.95","952.90","952.75","950.44","989.30","752.20","8,84,329","84,04,99,734.85","48,882"
"04-Dec-2015","EQ","940.10","944.95","934.85","946.70","943.00","942.95","942.09","989.30","745.60","13,31,500","1,25,43,89,820.35","36,227"
"03-Dec-2015","EQ","939.65","949.50","933.00","942.60","945.00","946.70","942.92","989.30","745.60","7,66,241","72,25,07,489.35","25,143"
"02-Dec-2015","EQ","944.50","945.00","935.20","942.65","943.90","942.60","939.73","989.30","745.60","7,95,995","74,80,19,034.60","17,462"
"01-Dec-2015","EQ","940.00","945.00","933.50","935.25","943.45","942.65","941.28","989.30","745.60","8,56,641","80,63,37,042.40","30,865"
"30-Nov-2015","EQ","925.40","939.00","922.30","923.35","938.95","935.25","934.09","989.30","745.60","11,80,438","1,10,26,40,823.50","36,766"
"27-Nov-2015","EQ","921.00","926.50","910.60","915.55","924.65","923.35","919.22","989.30","703.00","11,52,436","1,05,93,38,690.05","31,839"
"26-Nov-2015","EQ","922.90","924.10","913.50","919.55","915.00","915.55","918.26","989.30","703.00","10,10,152","92,75,84,869.80","31,013"
