"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"08-Feb-2024","EQ","680.40","718.90","678.50","675.25","699.80","699.55","700.87","718.90","501.55","7,42,22,434","52,02,06,33,464.10","9,78,644"
"07-Feb-2024","EQ","655.05","677.95","655.00","650.25","677.50","675.25","669.94","677.95","501.55","4,16,96,232","27,93,40,60,703.15","7,97,692"
"06-Feb-2024","EQ","644.45","655.00","637.70","642.95","654.80","650.25","644.26","660.55","501.55","1,40,79,390","9,07,07,37,392.70","2,30,842"
"05-Feb-2024","EQ","647.10","654.80","638.75","649.65","643.00","642.95","646.89","660.55","501.55","2,83,39,525","18,33,25,81,475.65","3,48,687"
"02-Feb-2024","EQ","652.00","660.55","646.70","647.65","648.00","649.65","653.81","660.55","499.35","2,74,71,811","17,96,12,31,828.75","3,62,306"
"01-Feb-2024","EQ","642.75","652.95","633.25","640.50","648.50","647.65","644.85","660.40","499.35","2,65,87,707","17,14,50,97,528.60","3,41,287"
"31-Jan-2024","EQ","626.40","643.20","622.00","626.75","641.55","640.50","634.65","660.40","499.35","2,32,70,745","14,76,87,84,599.55","3,31,696"
"30-Jan-2024","EQ","625.45","633.50","624.20","622.95","625.50","626.75","628.36","660.40","499.35","1,69,66,577","10,66,11,20,748.15","3,40,803"
"29-Jan-2024","EQ","619.00","629.50","615.60","612.75","624.20","622.95","622.28","660.40","499.35","1,95,72,140","12,17,92,66,716.90","3,75,931"
"25-Jan-2024","EQ","618.50","623.80","606.25","618.30","615.00","612.75","612.47","660.40","499.35","2,26,84,904","13,89,39,36,068.05","2,95,756"
"24-Jan-2024","EQ","609.95","622.35","603.10","605.10","618.00","618.30","615.78","660.40","499.35","1,92,21,835","11,83,64,60,488.35","2,74,606"
"23-Jan-2024","EQ","627.00","634.90","600.65","631.40","606.00","605.10","613.88","660.40","499.35","3,09,54,343","19,00,24,05,937.25","4,09,569"
"20-Jan-2024","EQ","629.00","633.80","624.10","627.75","631.00","631.40","628.99","660.40","499.35","98,86,760","6,21,87,02,860.50","1,33,765"
"19-Jan-2024","EQ","633.00","635.50","624.70","628.30","628.70","627.75","629.47","660.40","499.35","1,16,75,202","7,34,91,40,974.30","2,08,754"
"18-Jan-2024","EQ","625.80","633.45","619.05","626.00","628.50","628.30","627.46","660.40","499.35","1,46,95,436","9,22,07,94,332.40","2,39,183"
"17-Jan-2024","EQ","624.00","636.80","623.00","636.90","626.45","626.00","628.60","660.40","499.35","3,00,16,308","18,86,83,96,654.85","4,28,458"
"16-Jan-2024","EQ","640.00","644.90","633.45","640.10","637.55","636.90","639.72","660.40","499.35","1,50,25,543","9,61,21,87,789.45","2,53,396"
"15-Jan-2024","EQ","638.90","645.50","636.10","633.60","640.80","640.10","640.23","660.40","499.35","1,68,44,018","10,78,40,99,571.95","3,00,031"
"12-Jan-2024","EQ","623.80","636.50","621.10","620.20","635.25","633.60","630.54","660.40","499.35","1,66,20,797","10,48,01,04,627.65","3,02,558"
"11-Jan-2024","EQ","626.00","627.15","618.50","621.75","621.25","620.20","621.85","660.40","499.35","1,55,33,860","9,65,97,92,551.10","2,84,550"
"10-Jan-2024","EQ","624.80","625.30","618.20","625.40","622.00","621.75","622.15","660.40","499.35","1,27,42,464","7,92,76,74,893.10","2,13,657"
"09-Jan-2024","EQ","632.00","634.35","624.50","627.00","625.95","625.40","629.70","660.40","499.35","1,34,00,235","8,43,80,88,899.05","2,36,123"
"08-Jan-2024","EQ","640.00","645.00","625.05","641.95","627.90","627.00","633.49","660.40","499.35","1,47,39,531","9,33,73,25,175.95","3,36,839"
"05-Jan-2024","EQ","645.00","651.75","637.75","642.75","641.45","641.95","645.02","660.40","499.35","1,59,84,585","10,31,04,53,920.00","2,72,662"
"04-Jan-2024","EQ","642.50","646.40","638.65","643.45","643.60","642.75","642.95","660.40","499.35","1,38,83,388","8,92,63,55,539.75","2,71,568"
"03-Jan-2024","EQ","639.35","648.00","635.80","639.45","644.50","643.45","643.21","660.40","499.35","1,45,71,772","9,37,27,32,858.90","2,52,225"
"02-Jan-2024","EQ","641.35","648.00","633.85","641.35","639.20","639.45","640.47","660.40","499.35","1,51,64,482","9,71,23,46,967.95","2,49,803"
"01-Jan-2024","EQ","642.20","646.90","638.00","642.05","638.10","641.35","643.93","660.40","499.35","82,95,548","5,34,17,16,373.30","2,57,804"
