"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"29-Dec-2017","EQ","548.20","567.85","547.00","546.85","562.70","563.95","557.68","567.85","424.40","83,63,189","4,66,39,89,265.65","1,08,278"
"28-Dec-2017","EQ","546.15","554.20","544.00","554.60","548.35","546.85","548.61","565.90","424.40","84,33,564","4,62,67,16,966.20","75,449"
"27-Dec-2017","EQ","554.00","560.65","551.00","555.00","553.20","554.60","555.32","565.90","424.40","41,63,259","2,31,19,39,238.65","55,577"
"26-Dec-2017","EQ","555.00","557.25","550.30","553.60","555.50","555.00","553.77","565.90","424.40","32,72,086","1,81,19,72,346.80","59,191"
"22-Dec-2017","EQ","549.90","554.80","547.10","548.95","553.50","553.60","551.55","565.90","424.40","30,75,576","1,69,63,47,215.35","39,911"
"21-Dec-2017","EQ","551.80","556.95","545.05","554.50","548.05","548.95","550.13","565.90","424.40","57,81,370","3,18,04,80,606.60","77,959"
"20-Dec-2017","EQ","553.50","557.80","548.60","553.65","554.95","554.50","552.34","565.90","424.40","35,34,649","1,95,23,41,438.55","54,754"
"19-Dec-2017","EQ","549.25","556.00","545.40","548.65","554.00","553.65","549.98","565.90","424.40","43,25,512","2,37,89,48,802.85","71,455"
"18-Dec-2017","EQ","537.95","553.80","530.00","547.95","548.70","548.65","546.14","565.90","424.40","58,89,302","3,21,63,85,755.40","76,615"
"15-Dec-2017","EQ","552.20","552.40","543.05","541.45","549.00","547.95","546.86","565.90","424.40","60,59,220","3,31,35,30,926.80","82,822"
"14-Dec-2017","EQ","537.00","543.40","534.75","535.75","542.55","541.45","537.96","565.90","424.40","35,58,224","1,91,41,92,015.30","43,686"
"13-Dec-2017","EQ","538.00","543.00","533.05","538.60","535.60","535.75","537.44","565.90","424.40","41,63,419","2,23,75,95,600.55","41,613"
"12-Dec-2017","EQ","544.00","544.00","535.10","545.10","538.65","538.60","539.24","565.90","424.40","52,32,189","2,82,14,20,078.05","48,105"
"11-Dec-2017","EQ","550.00","552.25","542.70","542.50","545.20","545.10","547.07","565.90","424.40","53,26,031","2,91,37,12,576.00","96,601"
"08-Dec-2017","EQ","536.70","544.50","536.60","534.05","543.50","542.50","541.44","565.90","424.40","60,07,380","3,25,26,18,776.20","65,869"
"07-Dec-2017","EQ","532.90","538.00","529.10","530.50","537.90","534.05","532.66","565.90","424.40","35,28,298","1,87,93,68,616.55","55,537"
"06-Dec-2017","EQ","532.20","534.50","529.20","533.15","530.95","530.50","531.86","565.90","424.40","42,34,770","2,25,23,06,176.90","53,263"
"05-Dec-2017","EQ","535.00","537.85","530.75","534.95","533.00","533.15","534.29","565.90","424.40","61,67,602","3,29,52,94,400.35","56,755"
"04-Dec-2017","EQ","536.20","540.85","529.65","533.85","537.00","534.95","536.52","565.90","424.40","41,81,453","2,24,34,44,913.90","61,534"
"01-Dec-2017","EQ","539.40","539.90","531.90","535.40","533.75","533.85","535.77","565.90","424.40","71,38,045","3,82,43,54,696.35","49,883"
"30-Nov-2017","EQ","547.15","547.50","534.15","549.50","535.80","535.40","537.74","565.90","424.40","1,93,70,807","10,41,64,10,410.80","1,29,160"
"29-Nov-2017","EQ","560.55","562.20","546.80","562.55","548.50","549.50","552.42","565.90","424.40","63,87,037","3,52,83,21,714.25","84,865"
"28-Nov-2017","EQ","559.50","565.90","558.00","559.40","562.25","562.55","562.24","565.90","424.40","1,01,13,136","5,68,59,83,691.70","1,39,972"
"27-Nov-2017","EQ","544.10","561.85","540.95","545.50","559.70","559.40","555.48","564.55","424.40","93,01,318","5,16,66,56,070.40","99,672"
"24-Nov-2017","EQ","544.95","547.70","541.05","544.15","546.00","545.50","544.82","564.55","424.40","39,47,490","2,15,06,60,944.85","48,939"
"23-Nov-2017","EQ","542.40","547.80","535.55","540.50","544.50","544.15","539.35","564.55","424.40","1,07,24,159","5,78,40,96,747.35","71,713"
"22-Nov-2017","EQ","546.55","547.00","539.00","546.80","540.50","540.50","542.24","564.55","424.40","45,36,211","2,45,96,96,076.65","40,912"
"21-Nov-2017","EQ","547.00","548.90","539.15","545.15","546.15","546.80","543.92","564.55","424.40","57,70,768","3,13,88,44,187.70","84,809"
"20-Nov-2017","EQ","542.25","547.50","536.75","542.40","545.00","545.15","542.92","564.55","424.40","34,58,524","1,87,77,11,501.80","47,575"
"17-Nov-2017","EQ","550.00","557.40","540.55","542.60","542.25","542.40","547.73","564.55","424.40","43,73,503","2,39,54,82,947.30","65,331"
"16-Nov-2017","EQ","544.00","548.50","541.20","542.00","542.95","542.60","544.88","564.55","424.40","51,76,117","2,82,03,56,040.35","95,239"
"15-Nov-2017","EQ","546.50","551.40","537.10","545.65","543.50","542.00","544.93","564.55","424.40","78,14,066","4,25,81,18,077.90","91,591"
"14-Nov-2017","EQ","537.35","549.95","532.60","537.35","547.60","545.65","543.07","564.55","424.40","1,06,44,657","5,78,08,16,827.15","1,28,316"
"13-Nov-2017","EQ","557.00","564.55","534.05","544.80","535.00","537.35","550.78","564.55","424.40","2,17,01,958","11,95,30,23,220.30","2,98,101"
"10-Nov-2017","EQ","534.95","548.95","532.45","540.40","547.25","544.80","541.56","555.45","424.40","98,69,691","5,34,50,27,869.90","83,353"
"09-Nov-2017","EQ","548.95","555.45","533.00","544.85","538.20","540.40","541.55","555.45","424.40","1,12,90,503","6,11,44,28,145.65","1,18,502"
"08-Nov-2017","EQ","537.70","551.90","533.60","527.15","547.75","544.85","542.69","551.90","424.40","1,96,42,327","10,65,96,36,530.75","2,13,546"
"07-Nov-2017","EQ","535.50","539.40","523.00","534.50","526.80","527.15","527.90","547.50","424.40","96,42,624","5,09,03,72,215.95","1,35,116"
"06-Nov-2017","EQ","539.05","541.55","530.75","540.10","535.30","534.50","535.14","547.50","424.40","80,13,536","4,28,83,61,699.75","1,04,935"
"03-Nov-2017","EQ","535.35","545.70","534.10","532.15","540.30","540.10","539.86","547.50","424.40","93,03,981","5,02,28,92,791.15","1,22,192"
"02-Nov-2017","EQ","534.00","538.00","526.30","535.10","536.65","532.15","530.37","547.50","424.40","78,00,191","4,13,69,87,034.90","1,04,091"
"01-Nov-2017","EQ","524.95","544.00","524.50","523.15","536.00","535.10","537.01","547.50","424.40","2,25,42,766","12,10,56,67,478.10","2,08,378"
"31-Oct-2017","EQ","495.00","529.00","493.30","484.00","525.25","523.15","515.75","547.50","424.40","3,96,55,956","20,45,27,10,548.80","3,24,716"
"30-Oct-2017","EQ","487.20","489.00","481.60","485.95","485.45","484.00","485.24","547.50","424.40","48,15,226","2,33,65,23,958.30","84,223"
"27-Oct-2017","EQ","485.00","491.40","481.65","484.30","487.25","485.95","486.31","547.50","424.40","75,76,778","3,68,46,72,855.05","98,174"
"26-Oct-2017","EQ","472.00","487.85","471.50","473.00","484.25","484.30","480.85","547.50","424.40","2,49,36,306","11,99,06,46,727.25","1,83,488"
"25-Oct-2017","EQ","468.15","476.50","456.65","451.95","474.00","473.00","467.94","547.50","424.40","3,76,24,005","17,60,56,94,643.15","3,27,169"
"24-Oct-2017","EQ","451.65","457.80","450.10","449.95","450.95","451.95","454.53","547.50","424.40","1,93,27,721","8,78,50,93,469.40","1,61,013"
"23-Oct-2017","EQ","458.65","461.05","447.50","460.30","449.80","449.95","452.07","547.50","424.40","2,11,27,981","9,55,13,19,417.15","1,87,667"
"19-Oct-2017","EQ","463.90","465.00","458.00","464.50","458.30","460.30","461.90","547.50","424.40","33,02,209","1,52,52,99,109.95","42,306"
"18-Oct-2017","EQ","488.00","489.00","460.90","513.15","465.00","464.50","473.56","547.50","424.40","4,93,08,621","23,35,05,04,585.45","4,05,745"
"17-Oct-2017","EQ","520.95","526.10","511.00","520.35","511.50","513.15","517.18","547.50","424.40","94,43,230","4,88,38,74,202.25","96,350"
"16-Oct-2017","EQ","530.35","531.75","514.20","529.45","518.75","520.35","521.14","547.50","424.40","71,48,294","3,72,52,61,803.45","79,622"
"13-Oct-2017","EQ","524.25","534.65","522.50","525.10","527.75","529.45","530.35","547.50","424.40","64,47,797","3,41,95,95,109.35","76,257"
"12-Oct-2017","EQ","516.30","525.95","512.80","515.75","524.75","525.10","519.37","547.50","424.40","48,00,917","2,49,34,45,843.85","53,300"
"11-Oct-2017","EQ","519.90","523.30","509.40","514.55","514.70","515.75","518.14","547.50","424.40","61,88,165","3,20,63,24,378.00","71,755"
"10-Oct-2017","EQ","507.50","515.70","504.10","505.95","513.65","514.55","509.72","547.50","424.40","49,32,758","2,51,43,34,065.75","73,085"
"09-Oct-2017","EQ","503.40","508.80","501.25","503.35","505.50","505.95","505.38","547.50","424.40","39,42,277","1,99,23,50,381.20","63,288"
"06-Oct-2017","EQ","503.00","507.00","501.25","501.20","503.40","503.35","504.91","553.35","424.40","1,13,43,137","5,72,72,46,623.80","63,580"
"05-Oct-2017","EQ","506.65","507.85","497.45","505.95","501.05","501.20","501.98","553.35","424.40","93,49,884","4,69,34,23,731.25","1,12,325"
"04-Oct-2017","EQ","507.50","511.00","504.50","509.65","505.80","505.95","507.19","553.35","424.40","47,92,373","2,43,06,49,792.35","63,017"
"03-Oct-2017","EQ","514.00","517.00","504.10","509.15","506.90","509.65","511.85","553.35","424.40","1,07,12,537","5,48,32,30,103.65","59,749"
"29-Sep-2017","EQ","511.10","516.95","505.10","511.80","510.20","509.15","511.49","560.00","424.40","1,15,78,743","5,92,23,96,013.40","89,012"
"28-Sep-2017","EQ","507.85","517.25","505.65","506.30","508.00","511.80","511.31","560.00","424.40","1,04,08,979","5,32,22,17,145.95","1,05,507"
"27-Sep-2017","EQ","513.40","513.90","500.50","511.95","507.00","506.30","506.04","560.00","424.40","53,00,694","2,68,23,72,210.85","58,329"
